股票[S]	股票代码[0]	股票名称[1]	昨日收盘价[2]	昨日结算价[3]	昨日持仓量[4]	涨停价[5]	跌停价[6]	总股本[7]	流通盘[8]	合约数量乘数[9]	最小变动价位[18]	上市日[20]	到期日[21]	合约在RZRK的代码[32]	合约在交易所的代码[33]	利息额[35]	除权除息[36]	停牌[37]	创建日[19]	限价单最大下单量（买）[16]	限价单最小下单量（买）[17]	投资者适当性管理分类[50]	最小回购天数[52]	最大回购天数[53]	证券类型 1.全国股转：标识分层信息[57]	证券种类和属性高位[69]	证券种类和属性低位[70]	要约收购信息[68]
159925	159925	南方300	1.747	1.7496	0	1.922	1.572	961199451	961199451	1	0.001	20130411		159925	159925	0.00	N	0		0	0	0	0	0		3207168	0	
159926	159926	国债ETF	110.336	113.609	0	121.37	99.302	82698	72698	1	0.001	20130805		159926	159926	0.00	N	0		0	0	0	0	0		3215360	0	
159928	159928	消费ETF	2.911	2.9145	0	3.202	2.62	1138657260	1138657260	1	0.001	20130916		159928	159928	0.00	N	0		0	0	0	0	0		3207168	0	
159929	159929	医药ETF	1.514	1.5157	0	1.665	1.363	209704203	209704203	1	0.001	20130916		159929	159929	0.00	N	0		0	0	0	0	0		3207168	0	
159930	159930	能源ETF	0.688	0.6849	0	0.757	0.619	42898150	42898150	1	0.001	20130916		159930	159930	0.00	N	0		0	0	0	0	0		3207168	0	
159931	159931	金融ETF	1.761	1.7601	0	1.937	1.585	18328511	18328511	1	0.001	20130916		159931	159931	0.00	N	0		0	0	0	0	0		3207168	0	
159932	159932	500深ETF	1.403	1.394	0	1.543	1.263	22507615	22507615	1	0.001	20131021		159932	159932	0.00	N	0		0	0	0	0	0		3203072	0	
159933	159933	金地ETF	2.209	2.1815	0	2.43	1.988	195878943	192378943	1	0.001	20131016		159933	159933	0.00	N	0		0	0	0	0	0		3207168	0	
159934	159934	黄金ETF	3.288	3.2927	0	3.617	2.959	613362646	613362646	1	0.001	20131216		159934	159934	0.00	N	0		0	0	0	0	0		3223552	0	
159935	159935	景顺500	1.42	1.4183	0	1.562	1.278	214572956	214572956	1	0.001	20140121		159935	159935	0.00	N	0		0	0	0	0	0		3207168	0	
159936	159936	可选消费	1.41	1.3899	0	1.551	1.269	220156094	220156094	1	0.001	20140625		159936	159936	0.00	N	0		0	0	0	0	0		3207168	0	
159937	159937	博时黄金	3.315	3.3187	0	3.647	2.984	1407721977	1407721977	1	0.001	20140901		159937	159937	0.00	N	0		0	0	0	0	0		3223552	0	
159938	159938	广发医药	1.339	1.3409	0	1.473	1.205	1756283618	1756283618	1	0.001	20150108		159938	159938	0.00	N	0		0	0	0	0	0		3207168	0	
159939	159939	信息技术	1.127	1.1296	0	1.24	1.014	1234828053	1234828053	1	0.001	20150205		159939	159939	0.00	N	0		0	0	0	0	0		3207168	0	
159940	159940	全指金融	1.064	1.0526	0	1.17	0.958	587059983	587059983	1	0.001	20150417		159940	159940	0.00	N	0		0	0	0	0	0		3207168	0	
159941	159941	纳指ETF	1.936	1.9378	0	2.13	1.742	23052541	16052541	1	0.001	20150713		159941	159941	0.00	N	0		0	0	0	0	0		3211264	0	
159943	159943	深证ETF	10.893	10.966	0	11.982	9.804	26635342	22435342	1	0.001	20150708		159943	159943	0.00	N	0		0	0	0	0	0		3203072	0	
159944	159944	全指材料	0.72	0.7174	0	0.792	0.648	29608342	29608342	1	0.001	20150706		159944	159944	0.00	N	0		0	0	0	0	0		3207168	0	
159945	159945	全指能源	0.627	0.6196	0	0.69	0.564	50072327	47072327	1	0.001	20150706		159945	159945	0.00	N	0		0	0	0	0	0		3207168	0	
159948	159948	创业板EF	1.813	1.8165	0	1.994	1.632	659697720	659697720	1	0.001	20160531		159948	159948	0.00	N	0		0	0	0	0	0		3203072	0	
159949	159949	创业板50	0.634	0.6337	0	0.697	0.571	20995285113	8403785113	1	0.001	20160722		159949	159949	0.00	N	0		0	0	0	0	0		3203072	0	
159951	159951	中关村A	0.845	0.8164	0	0.93	0.761	22822910	19822910	1	0.001	20170710		159951	159951	0.00	N	0		0	0	0	0	0		3207168	0	
159952	159952	创业ETF	1.006	1.0077	0	1.107	0.905	1832484929	1301184929	1	0.001	20170519		159952	159952	0.00	N	0		0	0	0	0	0		3203072	0	
159953	159953	工业ETF	0.749	0.7296	0	0.824	0.674	31166421	27166421	1	0.001	20170714		159953	159953	0.00	N	0		0	0	0	0	0		3207168	0	
159954	159954	H股ETF	1.038	1.0451	0	1.142	0.934	173105083	140105083	1	0.001	20180315		159954	159954	0.00	N	0		0	0	0	0	0		3211264	0	
159955	159955	创业板E	0.93	0.9354	0	1.023	0.837	57134838	27034838	1	0.001	20170823		159955	159955	0.00	N	0		0	0	0	0	0		3203072	0	
159956	159956	创业板F	0.99	0.9934	0	1.089	0.891	108978674	60978674	1	0.001	20180307		159956	159956	0.00	N	0		0	0	0	0	0		3203072	0	
159957	159957	创业板HX	1.037	1.0307	0	1.141	0.933	160784560	160784560	1	0.001	20180104		159957	159957	0.00	N	0		0	0	0	0	0		3203072	0	
159958	159958	创业板ET	1.012	1.0134	0	1.113	0.911	319011448	237811448	1	0.001	20180119		159958	159958	0.00	N	0		0	0	0	0	0		3203072	0	
159959	159959	央企ETF	1.02	1.0194	0	1.122	0.918	7228891780	3340891780	1	0.001	20190118		159959	159959	0.00	N	0		0	0	0	0	0		3207168	0	
159960	159960	恒生国企	1.062	1.0662	0	1.168	0.956	537573960	537573960	1	0.001	20181022		159960	159960	0.00	N	0		0	0	0	0	0		3211264	0	
159961	159961	深100	1.452	1.4482	0	1.597	1.307	218245196	218245196	1	0.001	20181219		159961	159961	0.00	N	0		0	0	0	0	0		3203072	0	
159962	159962	四川国改	1.027	1.0287	0	1.13	0.924	3743393138	3567393138	1	0.001	20190418		159962	159962	0.00	N	0		0	0	0	0	0		3207168	0	
159963	159963	恒生中国	1.023	1.0314	0	1.125	0.921	528947772	57947772	1	0.001	20190326		159963	159963	0.00	N	0		0	0	0	0	0		3211264	0	
159964	159964	创业板PA	1.034	1.0368	0	1.137	0.931	245481881	41481881	1	0.001	20190419		159964	159964	0.00	N	0		0	0	0	0	0		3203072	0	
159965	159965	央视50	1.096	1.0942	0	1.206	0.986	667426953	216426953	1	0.001	20190424		159965	159965	0.00	N	0		0	0	0	0	0		3207168	0	
159966	159966	创蓝筹	1.179	1.1786	0	1.297	1.061	289550619	289550619	1	0.001	20190715		159966	159966	0.00	N	0		0	0	0	0	0		3203072	0	
159967	159967	创成长	1.185	1.1836	0	1.304	1.067	124335149	124335149	1	0.001	20190715		159967	159967	0.00	N	0		0	0	0	0	0		3203072	0	
159968	159968	ZZ500ETF	5.078	5.0863	0	5.586	4.57	386895098	386895098	1	0.001	20191031		159968	159968	0.00	N	0		0	0	0	0	0		3207168	0	
159969	159969	深100P	1.10	1.1042	0	1.21	0.99	136903014	136903014	1	0.001	20190828		159969	159969	0.00	N	0		0	0	0	0	0		3203072	0	
159971	159971	创业板FG	1.196	1.1963	0	1.316	1.076	6010144	6010144	1	0.001	20190702		159971	159971	0.00	N	0		0	0	0	0	0		3203072	0	
159972	159972	5年地债	100.90	101.4759	0	110.99	90.81	41115910	41115910	1	0.001	20191108		159972	159972	0.00	N	0		0	0	0	0	0		3215360	0	
159973	159973	民企100	1.113	1.1129	0	1.224	1.002	377976423	377976423	1	0.001	20190809		159973	159973	0.00	N	0		0	0	0	0	0		3207168	0	
159974	159974	央企创新	0.903	0.9036	0	0.993	0.813	2031432422	2031432422	1	0.001	20191218		159974	159974	0.00	N	0		0	0	0	0	0		3207168	0	
159977	159977	创业板TH	1.737	1.736	0	1.911	1.563	1470936410	1470936410	1	0.001	20190927		159977	159977	0.00	N	0		0	0	0	0	0		3203072	0	
159980	159980	有色期货	1.016	0.00	0	1.118	0.914	310824777	310824777	1	0.001	20191224		159980	159980	0.00	N	0		0	0	0	0	0		3235840	128	
159985	159985	豆粕ETF	0.98	0.00	0	1.078	0.882	258724066	258724066	1	0.001	20191205		159985	159985	0.00	N	0		0	0	0	0	0		3235840	0	
159987	159987	创新ETF	1.009	1.0128	0	1.11	0.908	259457627	259457627	1	0.001	20191118		159987	159987	0.00	N	0		0	0	0	0	0		3207168	0	
159995	159995	芯片ETF	0.00	0.00	0	100000.00	0.00	99999999000	99999999000	1	0.001			159995	159995	0.00		0	20191224	2147483647	1000	0	0	0		11304960	0	
160105	160105	南方积配	0.989	0.9851	0	1.088	0.89	784773789	20225844	1	0.001	20041220		160105	160105	0.00	N	0		0	0	0	0	0		3239936	0	
160106	160106	南方高增	1.205	1.2025	0	1.326	1.085	1316383032	59429278	1	0.001	20050921		160106	160106	0.00	N	0		0	0	0	0	0		3239936	0	
160119	160119	南方500	1.295	1.3017	0	1.425	1.166	6138478179	130196294	1	0.001	20091111		160119	160119	0.00	N	0		0	0	0	0	0		3239936	0	
160125	160125	南方香港	1.117	1.1269	0	1.229	1.005	366993538	26069275	1	0.001	20111101		160125	160125	0.00	N	0		0	0	0	0	0		3239936	0	
160127	160127	南方消费	1.286	1.286	0	1.10	0.90	743081839	16749366	1	0.001	20120425		160127	160127	0.00	N	0		0	0	0	0	0		3252224	0	
160128	160128	南方金利	1.033	1.032	0	1.136	0.93	276318922	20546138	1	0.001	20120716		160128	160128	0.00	N	0		0	0	0	0	0		3239936	0	
160130	160130	南方永利	1.01	1.045	0	1.111	0.909	82081501	901530	1	0.001	20130606		160130	160130	0.00	N	0		0	0	0	0	0		3239936	0	
160131	160131	南方聚利	1.046	1.052	0	1.151	0.941	84059634	1690266	1	0.001	20140121		160131	160131	0.00	N	0		0	0	0	0	0		3239936	0	
160133	160133	南方天元	2.789	2.788	0	3.068	2.51	377491207	204451288	1	0.001	20140825		160133	160133	0.00	N	0		0	0	0	0	0		3239936	0	
160135	160135	高铁基金	0.7077	0.7077	0	1.10	0.90	252076958	15685635	1	0.001	20150623		160135	160135	0.00	N	0		0	0	0	0	0		3252224	0	
160136	160136	改革基金	0.9746	0.9746	0	1.10	0.90	198611233	26311237	1	0.001	20150615		160136	160136	0.00	N	0		0	0	0	0	0		3252224	0	
160137	160137	互联基金	1.1918	1.1918	0	1.10	0.90	166566188	1914193	1	0.001	20150713		160137	160137	0.00	N	0		0	0	0	0	0		3252224	0	
160140	160140	美国REIT	1.159	1.1547	0	1.275	1.043	55846306	3967630	1	0.001	20171124		160140	160140	0.00	N	0		0	0	0	0	0		3239936	0	
160142	160142	南方配售	1.058	1.0941	0	1.164	0.952	18089397738	2782348524	1	0.001	20190329		160142	160142	0.00	N	0		0	0	0	0	0		3239936	0	
160211	160211	国泰小盘	2.391	2.363	0	2.63	2.152	796246915	39682805	1	0.001	20100107		160211	160211	0.00	N	0		0	0	0	0	0		3239936	0	
160212	160212	国泰估值	2.375	2.371	0	2.613	2.138	1237415115	57035001	1	0.001	20130227		160212	160212	0.00	N	0		0	0	0	0	0		3239936	0	
160215	160215	国泰价值	1.523	1.527	0	1.675	1.371	2529909867	14765513	1	0.001	20100913		160215	160215	0.00	N	0		0	0	0	0	0		3239936	0	
160216	160216	国泰商品	0.49	0.498	0	0.539	0.441	380714647	167491110	1	0.001	20150407		160216	160216	0.00	N	0		0	0	0	0	0		3239936	0	
160217	160217	国泰互利	1.1503	1.1503	0	1.10	0.90	185408247	563322	1	0.001	20120116		160217	160217	0.00	N	0		0	0	0	0	0		3252224	0	
160218	160218	国泰地产	1.0761	1.0761	0	1.10	0.90	495791130	13492563	1	0.001	20130226		160218	160218	0.00	N	0		0	0	0	0	0		3252224	0	
160219	160219	国泰医药	1.3755	1.3755	0	1.10	0.90	1911418791	55685020	1	0.001	20130911		160219	160219	0.00	N	0		0	0	0	0	0		3252224	0	
160220	160220	国泰民益	1.386	1.384	0	1.525	1.247	155346582	29662304	1	0.001	20140116		160220	160220	0.00	N	0		0	0	0	0	0		3239936	0	
160221	160221	国泰有色	0.7621	0.7621	0	1.10	0.90	1252181590	14847466	1	0.001	20150415		160221	160221	0.00	N	0		0	0	0	0	0		3252224	0	
160222	160222	国泰食品	1.0794	1.0794	0	1.10	0.90	1453238357	38790474	1	0.001	20141105		160222	160222	0.00	N	0		0	0	0	0	0		3252224	0	
160223	160223	创业板基	0.833	0.8314	0	0.916	0.75	190116703	21594894	1	0.001	20161128		160223	160223	0.00	N	0		0	0	0	0	0		3239936	0	
160224	160224	国泰TMT	1.075	1.075	0	1.10	0.90	206551331	2227027	1	0.001	20150410		160224	160224	0.00	N	0		0	0	0	0	0		3252224	0	
160225	160225	新汽车	0.85	0.8438	0	0.935	0.765	491116492	23490461	1	0.001	20160720		160225	160225	0.00	N	0		0	0	0	0	0		3239936	0	
160311	160311	华夏蓝筹	1.603	1.612	0	1.763	1.443	2651702542	92561075	1	0.001	20070528		160311	160311	0.00	N	0		0	0	0	0	0		3239936	0	
160314	160314	华夏行业	1.092	1.089	0	1.201	0.983	2137955384	104809594	1	0.001	20080114		160314	160314	0.00	N	0		0	0	0	0	0		3239936	0	
160322	160322	港股精选	1.116	1.1298	0	1.228	1.004	278495815	3977547	1	0.001	20170724		160322	160322	0.00	N	0		0	0	0	0	0		3239936	0	
160323	160323	华夏磐泰	1.033	1.0261	0	1.136	0.93	51294024	1009686	1	0.001	20170315		160323	160323	0.00	N	0		0	0	0	0	0		3239936	0	
160324	160324	华夏磐晟	1.063	1.0799	0	1.169	0.957	243559473	12880687	1	0.001	20170808		160324	160324	0.00	N	0		0	0	0	0	0		3239936	0	
160415	160415	华安量化	1.20	1.2054	0	1.32	1.08	15315275	709158	1	0.001	20111018		160415	160415	0.00	N	0		0	0	0	0	0		3239936	0	
160416	160416	石油基金	1.022	1.036	0	1.124	0.92	233958575	23692274	1	0.001	20120502		160416	160416	0.00	N	0		0	0	0	0	0		3239936	0	
160417	160417	华安300	1.434	1.434	0	1.10	0.90	212595058	222870	1	0.001	20120723		160417	160417	0.00	N	0		0	0	0	0	0		3252224	0	
160418	160418	银行股基	0.8958	0.8958	0	1.10	0.90	1279933809	14319075	1	0.001	20150619		160418	160418	0.00	N	0		0	0	0	0	0		3252224	0	
160419	160419	证券股基	0.9389	0.9389	0	1.10	0.90	168008814	9585373	1	0.001	20150619		160419	160419	0.00	N	0		0	0	0	0	0		3252224	0	
160420	160420	创业50	1.1319	1.1319	0	1.10	0.90	649332269	7391858	1	0.001	20150715		160420	160420	0.00	N	0		0	0	0	0	0		3252224	0	
160421	160421	华安智增	1.274	1.2775	0	1.401	1.147	489397074	82359484	1	0.001	20161219		160421	160421	0.00	N	0		0	0	0	0	0		3239936	0	
160505	160505	博时主题	1.53	1.54	0	1.683	1.377	7503314885	386156210	1	0.001	20050222		160505	160505	0.00	N	0		0	0	0	0	0		3239936	0	
160512	160512	博时卓越	1.985	1.997	0	2.184	1.787	201377449	28761441	1	0.001	20110630		160512	160512	0.00	N	0		0	0	0	0	0		3239936	0	
160513	160513	稳健债A	1.53	1.547	0	1.683	1.377	57608037	120826	1	0.001	20140701		160513	160513	0.00	N	0		0	0	0	0	0		3239936	0	
160515	160515	安丰18	1.046	0.00	0	1.151	0.941	1409280356	7947213	1	0.001	20131017		160515	160515	0.00	N	0		0	0	0	0	0		3239936	0	
160516	160516	博时证保	1.1547	1.1547	0	1.10	0.90	173629992	9781327	1	0.001	20150526		160516	160516	0.00	N	0		0	0	0	0	0		3252224	0	
160517	160517	博时银行	1.0944	1.0944	0	1.10	0.90	182504435	1915879	1	0.001	20150616		160517	160517	0.00	N	0		0	0	0	0	0		3252224	0	
160518	160518	博时睿远	1.198	1.209	0	1.318	1.078	410265567	80378212	1	0.001	20160711		160518	160518	0.00	N	0		0	0	0	0	0		3239936	0	
160519	160519	博时睿利	1.203	1.207	0	1.323	1.083	100934957	19342611	1	0.001	20160823		160519	160519	0.00	N	0		0	0	0	0	0		3239936	0	
160520	160520	弘盈A	1.114	1.07	0	1.225	1.003	287633193	348724	1	0.001	20161026		160520	160520	0.00	N	0		0	0	0	0	0		3239936	0	
160522	160522	博时睿益	1.079	0.00	0	1.187	0.971	209202636	3538742	1	0.001	20161116		160522	160522	0.00	N	0		0	0	0	0	0		3239936	0	
160524	160524	博时弘泰	0.00	0.00	0	1.10	0.90	168477411	318019	1	0.001	20180611		160524	160524	0.00	N	0		0	0	0	0	0		3252224	0	
160526	160526	博时优势	1.078	0.00	0	1.186	0.97	6420072	6420072	1	0.001	20191202		160526	160526	0.00	N	0		0	0	0	0	0		3239936	0	
160603	160603	鹏华收益	1.505	1.505	0	1.10	0.90	421450462	496742	1	0.001	20040429		160603	160603	0.00	N	0		0	0	0	0	0		3252224	0	
160605	160605	鹏华５０	1.576	1.576	0	1.10	0.90	770183624	1214916	1	0.001	20040702		160605	160605	0.00	N	0		0	0	0	0	0		3252224	0	
160607	160607	鹏华价值	0.84	0.846	0	0.924	0.756	2747716161	97018526	1	0.001	20060918		160607	160607	0.00	N	0		0	0	0	0	0		3239936	0	
160610	160610	鹏华动力	1.062	1.064	0	1.168	0.956	1563671675	44060406	1	0.001	20070309		160610	160610	0.00	N	0		0	0	0	0	0		3239936	0	
160611	160611	鹏华治理	0.983	0.989	0	1.081	0.885	1208924850	118711448	1	0.001	20070718		160611	160611	0.00	N	0		0	0	0	0	0		3239936	0	
160613	160613	鹏华创新	1.56	1.564	0	1.716	1.404	93233044	8462214	1	0.001	20081110		160613	160613	0.00	N	0		0	0	0	0	0		3239936	0	
160615	160615	鹏华300	1.725	1.701	0	1.898	1.553	249896758	9430003	1	0.001	20090508		160615	160615	0.00	N	0		0	0	0	0	0		3239936	0	
160616	160616	鹏华500	1.15	1.149	0	1.265	1.035	268637138	8199579	1	0.001	20100428		160616	160616	0.00	N	0		0	0	0	0	0		3239936	0	
160617	160617	鹏华丰润	1.094	1.1041	0	1.203	0.985	2254627502	3063520	1	0.001	20101216		160617	160617	0.00	N	0		0	0	0	0	0		3239936	0	
160618	160618	鹏华丰泽	1.329	1.33	0	1.462	1.196	814352870	55716530	1	0.001	20141225		160618	160618	0.00	N	0		0	0	0	0	0		3239936	0	
160620	160620	资源分级	1.046	1.046	0	1.10	0.90	206499633	3854827	1	0.001	20121019		160620	160620	0.00	N	0		0	0	0	0	0		3252224	0	
160621	160621	鹏华丰和	1.287	1.235	0	1.416	1.158	67283673	22588474	1	0.001	20130109		160621	160621	0.00	N	0		0	0	0	0	0		3239936	0	
160622	160622	鹏华丰利	1.034	1.036	0	1.137	0.931	753607240	717465	1	0.001	20160524		160622	160622	0.00	N	0		0	0	0	0	0		3239936	0	
160624	160624	鹏华领先	2.242	2.242	0	1.10	0.90	128180387	106339048	1	0.001	20140321		160624	160624	0.00	N	0		0	0	0	0	0		3252224	0	
160625	160625	证保分级	1.223	1.223	0	1.10	0.90	1151995188	17811019	1	0.001	20140509		160625	160625	0.00	N	0		0	0	0	0	0		3252224	0	
160626	160626	信息分级	1.274	1.274	0	1.10	0.90	301684806	5668880	1	0.001	20140509		160626	160626	0.00	N	0		0	0	0	0	0		3252224	0	
160627	160627	鹏华策略	1.734	1.734	0	1.10	0.90	303212743	137884211	1	0.001	20140714		160627	160627	0.00	N	0		0	0	0	0	0		3252224	0	
160628	160628	房地产	1.11	1.11	0	1.10	0.90	352062404	17873946	1	0.001	20140918		160628	160628	0.00	N	0		0	0	0	0	0		3252224	0	
160629	160629	传媒分级	0.978	0.978	0	1.10	0.90	350995892	10792874	1	0.001	20141217		160629	160629	0.00	N	0		0	0	0	0	0		3252224	0	
160630	160630	国防分级	0.735	0.735	0	1.10	0.90	8987096772	73478975	1	0.001	20141119		160630	160630	0.00	N	0		0	0	0	0	0		3252224	0	
160631	160631	银行指基	0.984	0.984	0	1.10	0.90	5455874869	46562266	1	0.001	20150428		160631	160631	0.00	N	0		0	0	0	0	0		3252224	0	
160632	160632	酒分级	1.153	1.153	0	1.10	0.90	370905824	7397160	1	0.001	20150512		160632	160632	0.00	N	0		0	0	0	0	0		3252224	0	
160633	160633	券商指基	0.955	0.955	0	1.10	0.90	651098051	14829712	1	0.001	20150515		160633	160633	0.00	N	0		0	0	0	0	0		3252224	0	
160634	160634	环保分级	0.751	0.751	0	1.10	0.90	118255258	11895738	1	0.001	20150624		160634	160634	0.00	N	0		0	0	0	0	0		3252224	0	
160635	160635	医药基金	1.017	1.024	0	1.119	0.915	59253992	5169308	1	0.001	20160801		160635	160635	0.00	N	0		0	0	0	0	0		3239936	0	
160636	160636	互联网	1.06	1.06	0	1.10	0.90	134952189	3485946	1	0.001	20150624		160636	160636	0.00	N	0		0	0	0	0	0		3252224	0	
160637	160637	创业指基	1.152	1.152	0	1.10	0.90	284284910	12792310	1	0.001	20150612		160637	160637	0.00	N	0		0	0	0	0	0		3252224	0	
160638	160638	带路分级	1.095	1.095	0	1.10	0.90	405320906	9813839	1	0.001	20150525		160638	160638	0.00	N	0		0	0	0	0	0		3252224	0	
160639	160639	高铁分级	0.807	0.807	0	1.10	0.90	134676404	2780088	1	0.001	20150601		160639	160639	0.00	N	0		0	0	0	0	0		3252224	0	
160640	160640	新能源	1.107	1.107	0	1.10	0.90	32798932	529522	1	0.001	20150602		160640	160640	0.00	N	0		0	0	0	0	0		3252224	0	
160642	160642	鹏华增瑞	1.109	1.1133	0	1.22	0.998	689438514	1085185	1	0.001	20160929		160642	160642	0.00	N	0		0	0	0	0	0		3239936	0	
160643	160643	空天一体	0.825	0.8073	0	0.908	0.743	108739113	3367472	1	0.001	20170620		160643	160643	0.00	N	0		0	0	0	0	0		3239936	0	
160644	160644	互联网QD	0.919	0.929	0	1.011	0.827	166427192	1588456	1	0.001	20171229		160644	160644	0.00	N	0		0	0	0	0	0		3239936	0	
160645	160645	鹏华回报	0.986	1.0648	0	1.085	0.887	14381763	14381763	1	0.001	20191128		160645	160645	0.00	N	0		0	0	0	0	0		3239936	0	
160706	160706	嘉实300A	1.143	1.1497	0	1.257	1.029	19343221950	540722721	1	0.001	20051017		160706	160706	0.00	N	0		0	0	0	0	0		3239936	0	
160716	160716	嘉实50A	1.602	1.6141	0	1.762	1.442	1555890777	60094387	1	0.001	20100210		160716	160716	0.00	N	0		0	0	0	0	0		3239936	0	
160717	160717	恒生H股	0.861	0.8725	0	0.947	0.775	380349167	61529594	1	0.001	20101028		160717	160717	0.00	N	0		0	0	0	0	0		3239936	0	
160718	160718	嘉实多利	0.9823	0.9823	0	1.10	0.90	69347976	6037393	1	0.001	20110506		160718	160718	0.00	N	0		0	0	0	0	0		3252224	0	
160719	160719	嘉实黄金	0.817	0.821	0	0.899	0.735	220639159	25256866	1	0.001	20120210		160719	160719	0.00	N	0		0	0	0	0	0		3239936	0	
160720	160720	中期企债	1.157	1.1552	0	1.273	1.041	16906827	171955	1	0.001	20130401		160720	160720	0.00	N	0		0	0	0	0	0		3239936	0	
160722	160722	嘉实惠泽	1.188	1.2031	0	1.307	1.069	482524425	22276473	1	0.001	20161209		160722	160722	0.00	N	0		0	0	0	0	0		3239936	0	
160723	160723	嘉实原油	1.20	1.2229	0	1.32	1.08	122818764	8165185	1	0.001	20170505		160723	160723	0.00	N	0		0	0	0	0	0		3239936	0	
160726	160726	嘉实瑞享	1.313	1.3574	0	1.444	1.182	1309159660	167030340	1	0.001	20190412		160726	160726	0.00	N	0		0	0	0	0	0		3239936	0	
160805	160805	长盛同智	0.781	0.7855	0	0.859	0.703	738338642	46921589	1	0.001	20070216		160805	160805	0.00	N	0		0	0	0	0	0		3239936	0	
160806	160806	长盛同庆	1.399	1.405	0	1.539	1.259	97526921	68800770	1	0.001	20150806		160806	160806	0.00	N	0		0	0	0	0	0		3239936	0	
160807	160807	长盛300	1.371	1.369	0	1.508	1.234	40088047	1597238	1	0.001	20100906		160807	160807	0.00	N	0		0	0	0	0	0		3239936	0	
160808	160808	长盛同瑞	0.906	0.906	0	1.10	0.90	11998423	926323	1	0.001	20120112		160808	160808	0.00	N	0		0	0	0	0	0		3252224	0	
160812	160812	长盛同益	1.563	1.562	0	1.719	1.407	134230744	134230744	1	0.001	20140604		160812	160812	0.00	N	0		0	0	0	0	0		3239936	0	
160813	160813	长盛同盛	0.778	0.771	0	0.856	0.70	221978462	189122270	1	0.001	20141226		160813	160813	0.00	N	0		0	0	0	0	0		3239936	0	
160814	160814	金融地产	0.879	0.879	0	1.10	0.90	241395212	6124316	1	0.001	20150624		160814	160814	0.00	N	0		0	0	0	0	0		3252224	0	
160910	160910	大成创新	1.152	1.136	0	1.267	1.037	2644775835	36128325	1	0.001	20071025		160910	160910	0.00	N	0		0	0	0	0	0		3239936	0	
160915	160915	大成景丰	1.19	1.152	0	1.309	1.071	131824867	3645017	1	0.001	20131202		160915	160915	0.00	N	0		0	0	0	0	0		3239936	0	
160916	160916	优选LOF	2.656	2.658	0	2.922	2.39	618407684	132265014	1	0.001	20121228		160916	160916	0.00	N	0		0	0	0	0	0		3239936	0	
160918	160918	大成小盘	2.11	2.115	0	2.321	1.899	510035341	82361735	1	0.001	20140430		160918	160918	0.00	N	0		0	0	0	0	0		3239936	0	
160919	160919	大成产业	1.428	1.415	0	1.571	1.285	172496107	150900751	1	0.001	20150109		160919	160919	0.00	N	0		0	0	0	0	0		3239936	0	
160921	160921	多策略	1.052	1.052	0	1.157	0.947	759120858	9172367	1	0.001	20161121		160921	160921	0.00	N	0		0	0	0	0	0		3239936	0	
160922	160922	恒生中小	1.017	1.029	0	1.119	0.915	22147909	1340139	1	0.001	20161212		160922	160922	0.00	N	0		0	0	0	0	0		3239936	0	
160923	160923	海外中国	0.00	0.00	0	1.10	0.90	43039141	157004	1	0.001	20170110		160923	160923	0.00	N	0		0	0	0	0	0		3252224	0	
160924	160924	恒指LOF	1.021	1.036	0	1.123	0.919	27154434	630225	1	0.001	20170828		160924	160924	0.00	N	0		0	0	0	0	0		3239936	0	
160925	160925	中华300	1.029	1.0375	0	1.132	0.926	1968326601	2614597	1	0.001	20190329		160925	160925	0.00	N	0		0	0	0	0	0		3239936	0	
161005	161005	富国天惠	2.309	2.3242	0	2.54	2.078	3827999798	130381773	1	0.001	20060216		161005	161005	0.00	N	0		0	0	0	0	0		3239936	0	
161010	161010	富国天丰	1.14	1.1378	0	1.254	1.026	256023177	54438260	1	0.001	20081208		161010	161010	0.00	N	0		0	0	0	0	0		3239936	0	
161014	161014	富国汇利	1.212	1.221	0	1.333	1.091	596654805	241227424	1	0.001	20171218		161014	161014	0.00	N	0		0	0	0	0	0		3239936	0	
161015	161015	富国天盈	1.055	1.0557	0	1.161	0.95	283310746	14017635	1	0.001	20140604		161015	161015	0.00	N	0		0	0	0	0	0		3239936	0	
161017	161017	富国500	1.658	1.648	0	1.824	1.492	1998450853	80845594	1	0.001	20111021		161017	161017	0.00	N	0		0	0	0	0	0		3239936	0	
161019	161019	富国天锋	1.044	1.0429	0	1.148	0.94	203398661	12688783	1	0.001	20120628		161019	161019	0.00	N	0		0	0	0	0	0		3239936	0	
161022	161022	创业分级	1.151	1.151	0	1.10	0.90	6850359821	88341822	1	0.001	20130923		161022	161022	0.00	N	0		0	0	0	0	0		3252224	0	
161024	161024	军工分级	1.093	1.093	0	1.10	0.90	6865838208	91785292	1	0.001	20140416		161024	161024	0.00	N	0		0	0	0	0	0		3252224	0	
161025	161025	移动互联	1.034	1.034	0	1.10	0.90	1084473222	34786271	1	0.001	20140912		161025	161025	0.00	N	0		0	0	0	0	0		3252224	0	
161026	161026	国企改革	0.865	0.865	0	1.10	0.90	9213643810	221494835	1	0.001	20141230		161026	161026	0.00	N	0		0	0	0	0	0		3252224	0	
161027	161027	证券分级	0.933	0.933	0	1.10	0.90	2295073906	70907860	1	0.001	20150410		161027	161027	0.00	N	0		0	0	0	0	0		3252224	0	
161028	161028	新能源车	1.12	1.12	0	1.10	0.90	1909476899	8957514	1	0.001	20150413		161028	161028	0.00	N	0		0	0	0	0	0		3252224	0	
